Season,Site,Cage Number,Treatment,N,WeekOriginal ,Week,Ulva,Sand,Red Filamentous Type 1,Red Filamentous Type 2,Brown foliose algae,Coarsely Branched Red Algae,Asparagopsis,Fish,Urchin,Snail,Shell,Sum,Algae
COLD,CM,60,Urchins Only,N+,8,12,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,60,Urchins Only,N+,9,13,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,60,Urchins Only,N+,10,14,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,61,Fish only,N+,1,5,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,61,Fish only,N+,2,6,99,1,0,0,0,0,0,0,0,0,0,100,99
COLD,CM,61,Fish only,N+,3,7,95,5,0,0,0,0,0,0,0,0,0,100,95
COLD,CM,61,Fish only,N+,4,8,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,61,Fish only,N+,5,9,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,61,Fish only,N+,6,10,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,61,Fish only,N+,7,11,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,61,Fish only,N+,8,12,88,12,0,0,0,0,0,0,0,0,0,100,88
COLD,CM,61,Fish only,N+,9,13,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,61,Fish only,N+,10,14,92,8,0,0,0,0,0,0,0,0,0,100,92
COLD,CM,62,Urchins Only,N+,1,5,72,26,0,2,0,0,0,0,0,0,0,100,74
COLD,CM,62,Urchins Only,N+,2,6,74,26,0,0,0,0,0,0,0,0,0,100,74
COLD,CM,62,Urchins Only,N+,3,7,84,12,0,0,0,0,0,0,4,0,0,100,84
COLD,CM,62,Urchins Only,N+,4,8,59,19,0,0,0,0,0,0,22,0,0,100,59
COLD,CM,62,Urchins Only,N+,5,9,85,15,0,0,0,0,0,0,0,0,0,100,85
COLD,CM,62,Urchins Only,N+,6,10,79,13,0,0,0,0,0,0,8,0,0,100,79
COLD,CM,62,Urchins Only,N+,7,11,73,27,0,0,0,0,0,0,0,0,0,100,73
COLD,CM,62,Urchins Only,N+,8,12,54,42,0,0,0,0,0,0,4,0,0,100,54
COLD,CM,62,Urchins Only,N+,9,13,67,33,0,0,0,0,0,0,0,0,0,100,67
COLD,CM,62,Urchins Only,N+,10,14,91,9,0,0,0,0,0,0,0,0,0,100,91
COLD,CM,63,Urchins Only,No N,1,5,11,25,64,0,0,0,0,0,0,0,0,100,75
COLD,CM,63,Urchins Only,No N,2,6,20,53,27,0,0,0,0,0,0,0,0,100,47
COLD,CM,63,Urchins Only,No N,3,7,51,49,0,0,0,0,0,0,0,0,0,100,51
COLD,CM,63,Urchins Only,No N,4,8,5,87,0,0,0,0,0,0,8,0,0,100,5
COLD,CM,63,Urchins Only,No N,5,9,31,69,0,0,0,0,0,0,0,0,0,100,31
COLD,CM,63,Urchins Only,No N,6,10,9,91,0,0,0,0,0,0,0,0,0,100,9
COLD,CM,63,Urchins Only,No N,7,11,5,95,0,0,0,0,0,0,0,0,0,100,5
COLD,CM,63,Urchins Only,No N,8,12,17,51,0,32,0,0,0,0,0,0,0,100,49
COLD,CM,63,Urchins Only,No N,9,13,4,96,0,0,0,0,0,0,0,0,0,100,4
COLD,CM,63,Urchins Only,No N,10,14,1,99,0,0,0,0,0,0,0,0,0,100,1
COLD,CM,64,All present,N+,1,5,80,7,13,0,0,0,0,0,0,0,0,100,93
COLD,CM,64,All present,N+,2,6,58,37,0,0,0,0,0,0,5,0,0,100,58
COLD,CM,64,All present,N+,3,7,33,67,0,0,0,0,0,0,0,0,0,100,33
COLD,CM,64,All present,N+,4,8,6,94,0,0,0,0,0,0,0,0,0,100,6
COLD,CM,64,All present,N+,5,9,65,35,0,0,0,0,0,0,0,0,0,100,65
COLD,CM,64,All present,N+,6,10,53,47,0,0,0,0,0,0,0,0,0,100,53
COLD,CM,64,All present,N+,7,11,49,35,16,0,0,0,0,0,0,0,0,100,65
COLD,CM,64,All present,N+,8,12,82,18,0,0,0,0,0,0,0,0,0,100,82
COLD,CM,64,All present,N+,9,13,60,40,0,0,0,0,0,0,0,0,0,100,60
COLD,CM,64,All present,N+,10,14,17,83,0,0,0,0,0,0,0,0,0,100,17
